,nr,perimeter,wellwidth,X1,Y1,X2,Y2,X3,Y3,X4,Y4
499,681.0,130.35227584838867,32.58806896209717,617.0,83.0,616.0,114.0,580.0,112.0,584.0,82.0
500,682.0,133.01562118530273,33.253905296325684,684.0,82.0,719.0,82.0,719.0,114.0,685.0,114.0
501,683.0,129.11067008972168,32.27766752243042,668.0,83.0,667.0,112.0,632.0,113.0,634.0,82.0
502,693.0,121.1987075805664,30.2996768951416,1091.0,49.0,1123.0,49.0,1126.0,76.0,1092.0,77.0
503,694.0,120.41330337524414,30.103325843811035,373.0,47.0,371.0,77.0,339.0,75.0,343.0,47.0
504,695.0,120.43036651611328,30.10759162902832,1042.0,45.0,1075.0,47.0,1077.0,72.0,1045.0,75.0
505,696.0,123.42539596557617,30.856348991394043,420.0,43.0,418.0,74.0,385.0,72.0,389.0,44.0
506,697.0,123.71421432495117,30.928553581237793,994.0,41.0,1027.0,45.0,1024.0,74.0,992.0,70.0
507,698.0,125.18612480163574,31.296531200408936,469.0,41.0,468.0,71.0,434.0,70.0,437.0,41.0
508,699.0,122.4857406616211,30.621435165405273,941.0,41.0,975.0,42.0,977.0,67.0,944.0,71.0
509,700.0,125.28884506225586,31.322211265563965,518.0,39.0,518.0,69.0,483.0,68.0,487.0,39.0
510,701.0,126.15816116333008,31.53954029083252,890.0,39.0,925.0,40.0,926.0,67.0,892.0,69.0
511,702.0,129.11042404174805,32.27760601043701,839.0,37.0,872.0,36.0,874.0,67.0,840.0,68.0
512,703.0,126.37311172485352,31.59327793121338,568.0,37.0,567.0,68.0,532.0,66.0,536.0,38.0
513,704.0,127.32027053833008,31.83006763458252,584.0,39.0,617.0,35.0,619.0,66.0,584.0,67.0
514,705.0,130.09303665161133,32.52325916290283,787.0,36.0,823.0,37.0,823.0,66.0,789.0,67.0
515,706.0,128.2197208404541,32.054930210113525,738.0,35.0,769.0,34.0,772.0,65.0,738.0,67.0
516,707.0,129.1392822265625,32.284820556640625,686.0,36.0,719.0,34.0,721.0,65.0,686.0,66.0
517,708.0,128.47655868530273,32.119139671325684,670.0,37.0,669.0,67.0,633.0,64.0,637.0,35.0
